id,x,y,deg,group
094_15,s-1.4228811828160013,s-4.528789062694713,s74.33529560715998,94
094_16,s-1.4228811828160013,s-3.827407207171825,s74.33529560715998,94
094_17,s-1.4228811828160013,s-3.126025351648937,s74.33529560715998,94
094_18,s-1.4228811828160013,s-2.424643496126049,s74.33529560715998,94
094_19,s-1.4228811828160013,s-1.7232616406031607,s74.33529560715998,94
094_20,s-1.4228811828160013,s-1.0218797850802726,s74.33529560715998,94
094_21,s-1.4228811828160013,s-0.32049792955738443,s74.33529560715998,94
094_22,s-1.4228811828160013,s0.38088392596550413,s74.33529560715998,94
094_23,s-4.177366166365927,s-1.0218797850802726,s74.33529560715998,94
094_24,s-0.5047195216326927,s-4.528789062694713,s74.33529560715998,94
094_25,s-0.5047195216326927,s-3.827407207171825,s74.33529560715998,94
094_26,s-0.5047195216326927,s-3.126025351648937,s74.33529560715998,94
094_27,s-0.5047195216326927,s-2.424643496126049,s74.33529560715998,94
094_28,s-0.5047195216326927,s-1.7232616406031607,s74.33529560715998,94
094_29,s-0.5047195216326927,s-1.0218797850802726,s74.33529560715998,94
094_30,s-0.5047195216326927,s-0.32049792955738443,s74.33529560715998,94
094_31,s-0.5047195216326927,s0.38088392596550413,s74.33529560715998,94
094_32,s0.41344213955061626,s-4.528789062694713,s74.33529560715998,94
094_33,s0.41344213955061626,s-3.827407207171825,s74.33529560715998,94
094_34,s-4.177366166365927,s-0.32049792955738443,s74.33529560715998,94
094_35,s0.41344213955061626,s-3.126025351648937,s74.33529560715998,94
094_36,s0.41344213955061626,s-2.424643496126049,s74.33529560715998,94
094_37,s0.41344213955061626,s-1.7232616406031607,s74.33529560715998,94
094_38,s0.41344213955061626,s-1.0218797850802726,s74.33529560715998,94
094_39,s0.41344213955061626,s-0.32049792955738443,s74.33529560715998,94
094_40,s0.41344213955061626,s0.38088392596550413,s74.33529560715998,94
094_41,s-4.9434815337026015,s-4.727874701731134,s254.3341046106763,94
094_42,s-4.9434815337026015,s-4.026492846208246,s254.3341046106763,94
094_43,s-4.9434815337026015,s-3.325110990685358,s254.3341046106763,94
094_44,s-4.9434815337026015,s-2.62372913516247,s254.3341046106763,94
094_45,s-4.177366166365927,s0.38088392596550413,s74.33529560715998,94
094_46,s-4.9434815337026015,s-1.922347279639582,s254.3341046106763,94
094_47,s-4.9434815337026015,s-1.2209654241166938,s254.3341046106763,94
094_48,s-4.9434815337026015,s-0.5195835685938057,s254.3341046106763,94
094_49,s-4.9434815337026015,s0.18179828692908284,s254.3341046106763,94
094_50,s-4.025319872519293,s-4.727874701731134,s254.3341046106763,94
094_51,s-4.025319872519293,s-4.026492846208246,s254.3341046106763,94
094_52,s-4.025319872519293,s-3.325110990685358,s254.3341046106763,94
094_53,s-4.025319872519293,s-2.62372913516247,s254.3341046106763,94
094_54,s-4.025319872519293,s-1.922347279639582,s254.3341046106763,94
094_55,s-4.025319872519293,s-1.2209654241166938,s254.3341046106763,94
094_56,s-3.259204505182619,s-4.528789062694713,s74.33529560715998,94
094_57,s-4.025319872519293,s-0.5195835685938057,s254.3341046106763,94
094_58,s-4.025319872519293,s0.18179828692908284,s254.3341046106763,94
094_59,s-3.1071582113359844,s-4.727874701731134,s254.3341046106763,94
094_60,s-3.1071582113359844,s-4.026492846208246,s254.3341046106763,94
094_61,s-3.1071582113359844,s-3.325110990685358,s254.3341046106763,94
094_62,s-3.1071582113359844,s-2.62372913516247,s254.3341046106763,94
094_63,s-3.1071582113359844,s-1.922347279639582,s254.3341046106763,94
094_64,s-3.1071582113359844,s-1.2209654241166938,s254.3341046106763,94
094_65,s-3.1071582113359844,s-0.5195835685938057,s254.3341046106763,94
094_66,s-3.1071582113359844,s0.18179828692908284,s254.3341046106763,94
094_67,s-3.259204505182619,s-3.827407207171825,s74.33529560715998,94
094_68,s-2.1889965501526754,s-4.727874701731134,s254.3341046106763,94
094_69,s-2.1889965501526754,s-4.026492846208246,s254.3341046106763,94
094_70,s-2.1889965501526754,s-3.325110990685358,s254.3341046106763,94
094_71,s-2.1889965501526754,s-2.62372913516247,s254.3341046106763,94
094_72,s-2.1889965501526754,s-1.922347279639582,s254.3341046106763,94
094_73,s-2.1889965501526754,s-1.2209654241166938,s254.3341046106763,94
094_74,s-2.1889965501526754,s-0.5195835685938057,s254.3341046106763,94
094_75,s-2.1889965501526754,s0.18179828692908284,s254.3341046106763,94
094_76,s-1.2708348889693668,s-4.727874701731134,s254.3341046106763,94
094_77,s-1.2708348889693668,s-4.026492846208246,s254.3341046106763,94
094_78,s-3.259204505182619,s-3.126025351648937,s74.33529560715998,94
094_79,s-1.2708348889693668,s-3.325110990685358,s254.3341046106763,94
094_80,s-1.2708348889693668,s-2.62372913516247,s254.3341046106763,94
094_81,s-1.2708348889693668,s-1.922347279639582,s254.3341046106763,94
094_82,s-1.2708348889693668,s-1.2209654241166938,s254.3341046106763,94
094_83,s-1.2708348889693668,s-0.5195835685938057,s254.3341046106763,94
094_84,s-1.2708348889693668,s0.18179828692908284,s254.3341046106763,94
094_85,s-0.3526732277860578,s-4.727874701731134,s254.3341046106763,94
094_86,s-0.3526732277860578,s-4.026492846208246,s254.3341046106763,94
094_87,s-0.3526732277860578,s-3.325110990685358,s254.3341046106763,94
094_88,s-0.3526732277860578,s-2.62372913516247,s254.3341046106763,94
094_89,s-3.259204505182619,s-2.424643496126049,s74.33529560715998,94
094_90,s-0.3526732277860578,s-1.922347279639582,s254.3341046106763,94
094_91,s-0.3526732277860578,s-1.2209654241166938,s254.3341046106763,94
094_92,s-0.3526732277860578,s-0.5195835685938057,s254.3341046106763,94
094_93,s-0.3526732277860578,s0.18179828692908284,s254.3341046106763,94
095_0,s-4.177366166365927,s-3.827407207171825,s74.33529560715998,95
095_1,s-4.177366166365927,s-3.126025351648937,s74.33529560715998,95
095_2,s-3.259204505182619,s-2.424643496126049,s74.33529560715998,95
095_3,s-3.259204505182619,s-1.7232616406031607,s74.33529560715998,95
095_4,s-3.259204505182619,s-1.0218797850802726,s74.33529560715998,95
095_5,s-3.259204505182619,s-0.32049792955738443,s74.33529560715998,95
095_6,s-3.259204505182619,s0.38088392596550413,s74.33529560715998,95
095_7,s-2.3410428439993103,s-4.528789062694713,s74.33529560715998,95
095_8,s-2.3410428439993103,s-3.827407207171825,s74.33529560715998,95
095_9,s-2.3410428439993103,s-3.126025351648937,s74.33529560715998,95
095_10,s-2.3410428439993103,s-2.424643496126049,s74.33529560715998,95
095_11,s-2.3410428439993103,s-1.7232616406031607,s74.33529560715998,95
095_12,s-4.177366166365927,s-2.424643496126049,s74.33529560715998,95
095_13,s-2.3410428439993103,s-1.0218797850802726,s74.33529560715998,95
095_14,s-2.3410428439993103,s-0.32049792955738443,s74.33529560715998,95
095_15,s-2.3410428439993103,s0.38088392596550413,s74.33529560715998,95
095_16,s-1.4228811828160013,s-4.528789062694713,s74.33529560715998,95
095_17,s-1.4228811828160013,s-3.827407207171825,s74.33529560715998,95
095_18,s-1.4228811828160013,s-3.126025351648937,s74.33529560715998,95
095_19,s-1.4228811828160013,s-2.424643496126049,s74.33529560715998,95
095_20,s-1.4228811828160013,s-1.7232616406031607,s74.33529560715998,95
095_21,s-1.4228811828160013,s-1.0218797850802726,s74.33529560715998,95
095_22,s-1.4228811828160013,s-0.32049792955738443,s74.33529560715998,95
095_23,s-4.177366166365927,s-1.7232616406031607,s74.33529560715998,95
095_24,s-1.4228811828160013,s0.38088392596550413,s74.33529560715998,95
095_25,s-0.5047195216326927,s-4.528789062694713,s74.33529560715998,95
095_26,s-0.5047195216326927,s-3.827407207171825,s74.33529560715998,95
095_27,s-0.5047195216326927,s-3.126025351648937,s74.33529560715998,95
095_28,s-0.5047195216326927,s-2.424643496126049,s74.33529560715998,95
095_29,s-0.5047195216326927,s-1.7232616406031607,s74.33529560715998,95
095_30,s-0.5047195216326927,s-1.0218797850802726,s74.33529560715998,95
095_31,s-0.5047195216326927,s-0.32049792955738443,s74.33529560715998,95
095_32,s-0.5047195216326927,s0.38088392596550413,s74.33529560715998,95
095_33,s0.41344213955061626,s-4.528789062694713,s74.33529560715998,95
095_34,s-4.177366166365927,s-1.0218797850802726,s74.33529560715998,95
095_35,s0.41344213955061626,s-3.827407207171825,s74.33529560715998,95
095_36,s0.41344213955061626,s-3.126025351648937,s74.33529560715998,95
095_37,s0.41344213955061626,s-2.424643496126049,s74.33529560715998,95
095_38,s0.41344213955061626,s-1.7232616406031607,s74.33529560715998,95
095_39,s0.41344213955061626,s-1.0218797850802726,s74.33529560715998,95
095_40,s0.41344213955061626,s-0.32049792955738443,s74.33529560715998,95
095_41,s0.41344213955061626,s0.38088392596550413,s74.33529560715998,95
095_42,s-4.9434815337026015,s-4.727874701731134,s254.3341046106763,95
095_43,s-4.9434815337026015,s-4.026492846208246,s254.3341046106763,95
095_44,s-4.9434815337026015,s-3.325110990685358,s254.3341046106763,95
095_45,s-4.177366166365927,s-0.32049792955738443,s74.33529560715998,95
095_46,s-4.9434815337026015,s-2.62372913516247,s254.3341046106763,95
095_47,s-4.9434815337026015,s-1.922347279639582,s254.3341046106763,95
095_48,s-4.9434815337026015,s-1.2209654241166938,s254.3341046106763,95
095_49,s-4.9434815337026015,s-0.5195835685938057,s254.3341046106763,95
095_50,s-4.9434815337026015,s0.18179828692908284,s254.3341046106763,95
095_51,s-4.025319872519293,s-4.727874701731134,s254.3341046106763,95
095_52,s-4.025319872519293,s-4.026492846208246,s254.3341046106763,95
095_53,s-4.025319872519293,s-3.325110990685358,s254.3341046106763,95
095_54,s-4.025319872519293,s-2.62372913516247,s254.3341046106763,95
095_55,s-4.025319872519293,s-1.922347279639582,s254.3341046106763,95
095_56,s-4.177366166365927,s0.38088392596550413,s74.33529560715998,95
095_57,s-4.025319872519293,s-1.2209654241166938,s254.3341046106763,95
095_58,s-4.025319872519293,s-0.5195835685938057,s254.3341046106763,95
095_59,s-4.025319872519293,s0.18179828692908284,s254.3341046106763,95
095_60,s-3.1071582113359844,s-4.727874701731134,s254.3341046106763,95
095_61,s-3.1071582113359844,s-4.026492846208246,s254.3341046106763,95
095_62,s-3.1071582113359844,s-3.325110990685358,s254.3341046106763,95
095_63,s-3.1071582113359844,s-2.62372913516247,s254.3341046106763,95
095_64,s-3.1071582113359844,s-1.922347279639582,s254.3341046106763,95
095_65,s-3.1071582113359844,s-1.2209654241166938,s254.3341046106763,95
095_66,s-3.1071582113359844,s-0.5195835685938057,s254.3341046106763,95
095_67,s-3.259204505182619,s-4.528789062694713,s74.33529560715998,95
095_68,s-3.1071582113359844,s0.18179828692908284,s254.3341046106763,95
095_69,s-2.1889965501526754,s-4.727874701731134,s254.3341046106763,95
095_70,s-2.1889965501526754,s-4.026492846208246,s254.3341046106763,95
095_71,s-2.1889965501526754,s-3.325110990685358,s254.3341046106763,95
095_72,s-2.1889965501526754,s-2.62372913516247,s254.3341046106763,95
095_73,s-2.1889965501526754,s-1.922347279639582,s254.3341046106763,95
095_74,s-2.1889965501526754,s-1.2209654241166938,s254.3341046106763,95
095_75,s-2.1889965501526754,s-0.5195835685938057,s254.3341046106763,95
095_76,s-2.1889965501526754,s0.18179828692908284,s254.3341046106763,95
095_77,s-1.2708348889693668,s-4.727874701731134,s254.3341046106763,95
095_78,s-3.259204505182619,s-3.827407207171825,s74.33529560715998,95
095_79,s-1.2708348889693668,s-4.026492846208246,s254.3341046106763,95
095_80,s-1.2708348889693668,s-3.325110990685358,s254.3341046106763,95
095_81,s-1.2708348889693668,s-2.62372913516247,s254.3341046106763,95
095_82,s-1.2708348889693668,s-1.922347279639582,s254.3341046106763,95
095_83,s-1.2708348889693668,s-1.2209654241166938,s254.3341046106763,95
095_84,s-1.2708348889693668,s-0.5195835685938057,s254.3341046106763,95
095_85,s-1.2708348889693668,s0.18179828692908284,s254.3341046106763,95
095_86,s-0.3526732277860578,s-4.727874701731134,s254.3341046106763,95
095_87,s-0.3526732277860578,s-4.026492846208246,s254.3341046106763,95
095_88,s-0.3526732277860578,s-3.325110990685358,s254.3341046106763,95
095_89,s-3.259204505182619,s-3.126025351648937,s74.33529560715998,95
095_90,s-0.3526732277860578,s-2.62372913516247,s254.3341046106763,95
095_91,s-0.3526732277860578,s-1.922347279639582,s254.3341046106763,95
095_92,s-0.3526732277860578,s-1.2209654241166938,s254.3341046106763,95
095_93,s-0.3526732277860578,s-0.5195835685938057,s254.3341046106763,95
095_94,s-0.3526732277860578,s0.18179828692908284,s254.3341046106763,95
096_0,s-4.177366166365927,s-4.528789062694713,s74.33529560715998,96
096_1,s-4.177366166365927,s-3.827407207171825,s74.33529560715998,96
096_2,s-3.259204505182619,s-3.126025351648937,s74.33529560715998,96
096_3,s-3.259204505182619,s-2.424643496126049,s74.33529560715998,96
096_4,s-3.259204505182619,s-1.7232616406031607,s74.33529560715998,96
096_5,s-3.259204505182619,s-1.0218797850802726,s74.33529560715998,96
096_6,s-3.259204505182619,s-0.32049792955738443,s74.33529560715998,96
096_7,s-3.259204505182619,s0.38088392596550413,s74.33529560715998,96
096_8,s-2.3410428439993103,s-4.528789062694713,s74.33529560715998,96
096_9,s-2.3410428439993103,s-3.827407207171825,s74.33529560715998,96
096_10,s-2.3410428439993103,s-3.126025351648937,s74.33529560715998,96
096_11,s-2.3410428439993103,s-2.424643496126049,s74.33529560715998,96
096_12,s-4.177366166365927,s-3.126025351648937,s74.33529560715998,96
096_13,s-2.3410428439993103,s-1.7232616406031607,s74.33529560715998,96
096_14,s-2.3410428439993103,s-1.0218797850802726,s74.33529560715998,96
096_15,s-2.3410428439993103,s-0.32049792955738443,s74.33529560715998,96
096_16,s-2.3410428439993103,s0.38088392596550413,s74.33529560715998,96
096_17,s-1.4228811828160013,s-4.528789062694713,s74.33529560715998,96
096_18,s-1.4228811828160013,s-3.827407207171825,s74.33529560715998,96
096_19,s-1.4228811828160013,s-3.126025351648937,s74.33529560715998,96
096_20,s-1.4228811828160013,s-2.424643496126049,s74.33529560715998,96
096_21,s-1.4228811828160013,s-1.7232616406031607,s74.33529560715998,96
096_22,s-1.4228811828160013,s-1.0218797850802726,s74.33529560715998,96
096_23,s-4.177366166365927,s-2.424643496126049,s74.33529560715998,96
096_24,s-1.4228811828160013,s-0.32049792955738443,s74.33529560715998,96
096_25,s-1.4228811828160013,s0.38088392596550413,s74.33529560715998,96
096_26,s-0.5047195216326927,s-4.528789062694713,s74.33529560715998,96
096_27,s-0.5047195216326927,s-3.827407207171825,s74.33529560715998,96
096_28,s-0.5047195216326927,s-3.126025351648937,s74.33529560715998,96
096_29,s-0.5047195216326927,s-2.424643496126049,s74.33529560715998,96
096_30,s-0.5047195216326927,s-1.7232616406031607,s74.33529560715998,96
096_31,s-0.5047195216326927,s-1.0218797850802726,s74.33529560715998,96
096_32,s-0.5047195216326927,s-0.32049792955738443,s74.33529560715998,96
096_33,s-0.5047195216326927,s0.38088392596550413,s74.33529560715998,96
096_34,s-4.177366166365927,s-1.7232616406031607,s74.33529560715998,96
096_35,s0.41344213955061626,s-4.528789062694713,s74.33529560715998,96
096_36,s0.41344213955061626,s-3.827407207171825,s74.33529560715998,96
096_37,s0.41344213955061626,s-3.126025351648937,s74.33529560715998,96
096_38,s0.41344213955061626,s-2.424643496126049,s74.33529560715998,96
096_39,s0.41344213955061626,s-1.7232616406031607,s74.33529560715998,96
096_40,s0.41344213955061626,s-1.0218797850802726,s74.33529560715998,96
096_41,s0.41344213955061626,s-0.32049792955738443,s74.33529560715998,96
096_42,s0.41344213955061626,s0.38088392596550413,s74.33529560715998,96
096_43,s-4.9434815337026015,s-4.727874701731134,s254.3341046106763,96
096_44,s-4.9434815337026015,s-4.026492846208246,s254.3341046106763,96
096_45,s-4.177366166365927,s-1.0218797850802726,s74.33529560715998,96
096_46,s-4.9434815337026015,s-3.325110990685358,s254.3341046106763,96
096_47,s-4.9434815337026015,s-2.62372913516247,s254.3341046106763,96
096_48,s-4.9434815337026015,s-1.922347279639582,s254.3341046106763,96
096_49,s-4.9434815337026015,s-1.2209654241166938,s254.3341046106763,96
096_50,s-4.9434815337026015,s-0.5195835685938057,s254.3341046106763,96
096_51,s-4.9434815337026015,s0.18179828692908284,s254.3341046106763,96
096_52,s-4.025319872519293,s-4.727874701731134,s254.3341046106763,96
096_53,s-4.025319872519293,s-4.026492846208246,s254.3341046106763,96
096_54,s-4.025319872519293,s-3.325110990685358,s254.3341046106763,96
096_55,s-4.025319872519293,s-2.62372913516247,s254.3341046106763,96
096_56,s-4.177366166365927,s-0.32049792955738443,s74.33529560715998,96
096_57,s-4.025319872519293,s-1.922347279639582,s254.3341046106763,96
096_58,s-4.025319872519293,s-1.2209654241166938,s254.3341046106763,96
096_59,s-4.025319872519293,s-0.5195835685938057,s254.3341046106763,96
096_60,s-4.025319872519293,s0.18179828692908284,s254.3341046106763,96
096_61,s-3.1071582113359844,s-4.727874701731134,s254.3341046106763,96
096_62,s-3.1071582113359844,s-4.026492846208246,s254.3341046106763,96
096_63,s-3.1071582113359844,s-3.325110990685358,s254.3341046106763,96
096_64,s-3.1071582113359844,s-2.62372913516247,s254.3341046106763,96
096_65,s-3.1071582113359844,s-1.922347279639582,s254.3341046106763,96
096_66,s-3.1071582113359844,s-1.2209654241166938,s254.3341046106763,96
096_67,s-4.177366166365927,s0.38088392596550413,s74.33529560715998,96
096_68,s-3.1071582113359844,s-0.5195835685938057,s254.3341046106763,96
096_69,s-3.1071582113359844,s0.18179828692908284,s254.3341046106763,96
096_70,s-2.1889965501526754,s-4.727874701731134,s254.3341046106763,96
096_71,s-2.1889965501526754,s-4.026492846208246,s254.3341046106763,96
096_72,s-2.1889965501526754,s-3.325110990685358,s254.3341046106763,96
096_73,s-2.1889965501526754,s-2.62372913516247,s254.3341046106763,96
096_74,s-2.1889965501526754,s-1.922347279639582,s254.3341046106763,96
096_75,s-2.1889965501526754,s-1.2209654241166938,s254.3341046106763,96
096_76,s-2.1889965501526754,s-0.5195835685938057,s254.3341046106763,96
096_77,s-2.1889965501526754,s0.18179828692908284,s254.3341046106763,96
096_78,s-3.259204505182619,s-4.528789062694713,s74.33529560715998,96
096_79,s-1.2708348889693668,s-4.727874701731134,s254.3341046106763,96
096_80,s-1.2708348889693668,s-4.026492846208246,s254.3341046106763,96
096_81,s-1.2708348889693668,s-3.325110990685358,s254.3341046106763,96
096_82,s-1.2708348889693668,s-2.62372913516247,s254.3341046106763,96
096_83,s-1.2708348889693668,s-1.922347279639582,s254.3341046106763,96
096_84,s-1.2708348889693668,s-1.2209654241166938,s254.3341046106763,96
096_85,s-1.2708348889693668,s-0.5195835685938057,s254.3341046106763,96
096_86,s-1.2708348889693668,s0.18179828692908284,s254.3341046106763,96
096_87,s-0.3526732277860578,s-4.727874701731134,s254.3341046106763,96
096_88,s-0.3526732277860578,s-4.026492846208246,s254.3341046106763,96
096_89,s-3.259204505182619,s-3.827407207171825,s74.33529560715998,96
096_90,s-0.3526732277860578,s-3.325110990685358,s254.3341046106763,96
096_91,s-0.3526732277860578,s-2.62372913516247,s254.3341046106763,96
096_92,s-0.3526732277860578,s-1.922347279639582,s254.3341046106763,96
096_93,s-0.3526732277860578,s-1.2209654241166938,s254.3341046106763,96
096_94,s-0.3526732277860578,s-0.5195835685938057,s254.3341046106763,96
096_95,s-0.3526732277860578,s0.18179828692908284,s254.3341046106763,96
097_0,s4.578051536487624,s0.962364872054373,s66.44413383688726,97
097_1,s1.411018651977247,s3.886827481953009,s246.89304637488704,97
097_2,s2.552250914499723,s2.7346093128688738,s246.5790730594529,97
097_3,s4.822440296866356,s1.599221744529474,s246.7889003204693,97
097_4,s3.672458080838037,s0.447901003126259,s246.26176852487765,97
097_5,s1.147850741559459,s0.38567326176182504,s65.25451336630857,97
097_6,s0.275830639864245,s5.029404152710754,s246.69595963047482,97
097_7,s1.116850461516426,s0.953488967734794,s77.98420370765479,97
097_8,s3.683102878877669,s1.5917389941953157,s246.78037901849666,97
097_9,s2.307496143358813,s3.836955944654028,s66.89500718152436,97
097_10,s4.854094841702584,s5.045432387385505,s250.7910963171471,97
097_11,s1.179893969841818,s5.556061874377103,s66.16386649856503,97
097_12,s0.27510369079309,s4.452578685664736,s246.7230469657095,97
097_13,s2.308431720742083,s4.4117938343476,s66.57639571381122,97
097_14,s3.708880145095562,s5.614469897435765,s245.4303933335948,97
097_15,s3.457769077606688,s5.556901514974786,s66.34450828936059,97
097_16,s4.606233072636333,s5.548041442576491,s65.7540884168713,97
097_17,s4.899878699757109,s4.495642445218476,s255.62035603438403,97
097_18,s3.4531386045203014,s4.983659484633342,s66.69215437025429,97
097_19,s4.851389208560294,s5.604024406864811,s245.68873018260274,97
097_20,s3.685815239431181,s2.752448992603826,s246.57734659357243,97
097_21,s2.539953062477917,s1.019137662464185,s246.59605115143086,97
097_22,s2.302748523137923,s2.100522662823468,s66.53721725789177,97
097_23,s2.298253808550557,s1.525894234191732,s67.13595073197115,97
097_24,s0.275135443358497,s1.50781705181281,s247.47315906052813,97
097_25,s1.41318987813937,s2.7282155913826545,s246.65609971109643,97
097_26,s1.408898197507473,s2.150185327451808,s246.52619375109018,97
097_27,s3.43775291945089,s0.9608758702575741,s66.61189755188917,97
097_28,s4.603631941654212,s4.394793746246508,s66.67371511490131,97
097_29,s2.546032994976855,s2.158650583524462,s246.55485091151513,97
097_30,s1.423814957745783,s5.6126192446876475,s246.22669015546603,97
097_31,s1.413787695026701,s4.462545504292532,s246.58827012163604,97
097_32,s3.427239240641262,s0.388520898028581,s66.2442000931074,97
097_33,s5.714249937289594,s2.137382388493612,s66.80694786175826,97
097_34,s5.713994454713578,s0.9715261803160878,s66.42631236659662,97
097_35,s1.170052384817612,s2.66964007005428,s66.65363389342741,97
097_36,s3.442661486569509,s2.694308745022592,s66.577384527373,97
097_37,s0.274754263738566,s0.40278632281964,s245.25217367358712,97
097_38,s2.305217376973217,s3.2621354680489527,s66.6955365903678,97
097_39,s2.548422569993881,s3.320961210349282,s246.7643251652887,97
097_40,s3.449187629857274,s4.414829439606379,s66.59036779277,97
097_41,s4.590162092626015,s3.856341068046491,s67.19750031299208,97
097_42,s4.569483279353696,s0.389408688805007,s66.40429998325413,97
097_43,s2.308833497232337,s2.676090118718272,s66.65682828668179,97
097_44,s1.170438319047862,s4.980697322057139,s66.68148953605038,97
097_45,s4.836817165248855,s3.925161169955811,s247.74174376015478,97
097_46,s0.274996543224005,s3.296269263444677,s246.677847966665,97
097_47,s2.552265129378709,s4.471408869063213,s246.59044008127353,97
097_48,s4.579430481503869,s1.540111252842048,s66.78028469180543,97
097_49,s1.3852970437119632,s1.04213198822654,s246.53031447453577,97
097_50,s4.578724728237909,s2.705785269818497,s66.5774471765813,97
097_51,s1.153115372078154,s1.512705458518358,s67.47301800467386,97
097_52,s3.6861113657235625,s3.332228934362981,s246.7864539619718,97
097_53,s1.170856383396927,s3.243978895671783,s66.67890760716176,97
097_54,s5.71439492424896,s5.604493842382027,s65.68912507752458,97
097_55,s2.554725409116745,s5.041987750221363,s246.68203561903374,97
097_56,s1.398510506794541,s1.579017173246424,s247.15901506445334,97
097_57,s3.439929014784404,s1.5325025785389312,s66.85653410750007,97
097_58,s4.576017563331201,s2.12536319760643,s66.70442881416017,97
097_59,s4.814650354915296,s0.449963342173634,s246.70174135492425,97
097_60,s2.278929203847111,s0.390492626448393,s64.89551498022564,97
097_61,s3.681632163389577,s1.019537404408819,s246.47095624544204,97
097_62,s0.274995195615262,s2.7203660417782474,s246.65289378201874,97
097_63,s3.441209923864747,s2.106807151709912,s66.58996312503376,97
097_64,s1.4139339122659307,s3.302585986315847,s246.69027328784796,97
097_65,s2.294025171314297,s0.954970409796771,s66.54596731645216,97
097_66,s1.4135382512125232,s5.039339835830976,s246.67407481211785,97
097_67,s3.697827289704024,s5.046051491064263,s246.68859157539507,97
097_68,s5.714279786533059,s3.307960196734406,s66.83308802429673,97
097_69,s2.550535033593695,s3.896679725344912,s246.97643991451287,97
097_70,s5.713364552494774,s0.39143136757788,s66.71183355208433,97
097_71,s2.542088183115383,s1.586562897540925,s246.85638619953488,97
097_72,s4.580617623843991,s3.285240140079013,s66.78624903817439,97
097_73,s5.714006808934442,s3.936026938682295,s67.74294593007113,97
097_74,s2.562449605869115,s5.61328100493648,s246.2798250947635,97
097_75,s1.165601084175161,s2.092304886642938,s66.49902674416677,97
097_76,s3.443084668010977,s3.273202047044102,s66.76476858648488,97
097_77,s2.311211909783228,s4.982420961655116,s66.67166329190201,97
097_78,s0.274962376765994,s2.134594826218616,s246.49902674416512,97
097_79,s1.167839090923336,s3.827461796171,s66.79880723069897,97
097_80,s1.395646945774984,s0.439175582951824,s244.84400524461145,97
097_81,s1.170085248144783,s4.403533166966756,s66.73082866795579,97
097_82,s3.691112523969275,s3.907123788833755,s247.17882185594908,97
097_83,s4.600985177743991,s4.97572509973932,s66.69223944599952,97
097_84,s4.821433865493771,s1.019908317354222,s246.4220031315897,97
097_85,s5.714348002166846,s2.718120778450925,s66.55416113264135,97
097_86,s2.529747432447857,s0.446365026461165,s245.82345837534353,97
097_87,s3.695025624163638,s4.478937296426043,s246.68488187258865,97
097_88,s4.819452657071137,s2.184684951346274,s246.80083233411733,97
097_89,s2.318335406751849,s5.556201080304496,s66.16232110896777,97
097_90,s3.4477291810661677,s3.846427360392501,s66.9782294249697,97
097_91,s4.821956326893936,s2.763889539433257,s246.55416113264596,97
097_92,s4.823675153341051,s3.3443936043960756,s246.83307134540587,97
097_93,s0.275180896816476,s3.869469954536762,s246.80387338845048,97
097_94,s3.684772695186517,s2.165577891410103,s246.70177198270176,97
097_95,s5.713948610103253,s1.5602106964193967,s66.7994919369956,97
097_96,s0.276668417525279,s5.603086792525787,s247.38076375128503,97
098_0,s3.410462532384909,s5.496030786574176,s65.72175141499781,98
098_1,s1.3559507653445035,s2.099831810905097,s246.73152650898768,98
098_2,s1.112797872160311,s2.0408574951154232,s66.79029457066258,98
098_3,s1.3601927245088858,s4.9768749504420695,s246.44736121996132,98
098_4,s3.4000169463107706,s4.918943600893107,s66.7130548669308,98
098_5,s5.661798105145652,s5.541286881162951,s65.66957156494749,98
098_6,s5.661139865592952,s3.884574569135241,s68.05526330009718,98
098_7,s0.21635242917087258,s3.8105403434159264,s246.78654250762565,98
098_8,s0.2236792919854348,s5.549674937604986,s246.48438338144751,98
098_9,s4.773502655460264,s0.9504216423165839,s246.3789271963268,98
098_10,s4.5518438334754645,s5.487169750735143,s65.47273771461687,98
098_11,s3.389714737623862,s3.7813028760357397,s66.88654258398077,98
098_12,s0.21540281718039134,s1.5224994724597096,s246.68675206255693,98
098_13,s2.2516778800618535,s2.6220481713686437,s66.81359504945135,98
098_14,s3.6443461864873616,s4.980666507603065,s246.71241098302175,98
098_15,s2.2515958901997593,s1.4730616529668157,s66.60064132221402,98
098_16,s0.21583968623970562,s3.2379068402524274,s246.85138611970706,98
098_17,s4.546552136048076,s4.348592310236543,s67.05072078918465,98
098_18,s1.3555165050700388,s2.672679056711689,s246.81434679174765,98
098_19,s3.3879012700465023,s2.638081337661837,s66.8289273883957,98
098_20,s4.851290223577036,s4.444523270185446,s254.51025574658138,98
098_21,s4.525545728554538,s2.071038171552173,s66.60110636738068,98
098_22,s5.661538854039438,s2.6676095572844893,s66.83592945832066,98
098_23,s2.2495442683299602,s3.202287449700562,s66.85918987398571,98
098_24,s3.633782329743329,s2.114358271600248,s246.60246550789918,98
098_25,s2.517316862798381,s5.550784176198349,s245.98259483985464,98
098_26,s4.768757692996324,s2.129238314996161,s246.57636927056785,98
098_27,s5.661453999502876,s1.4998465784731292,s66.42973698566414,98
098_28,s4.538970713270174,s3.8016800007629143,s67.84110429953739,98
098_29,s2.4924828580032603,s3.261705585718698,s246.88661841267242,98
098_30,s1.1126975852542893,s3.1862333387286923,s66.84748572940896,98
